"estimativa","ic_normal_cobre","amplitude_ic_normal","ic_boot_cobre","amplitude_ic_boot"
0.736712546010312,0,0.0805299464884315,0,0.0850963875043809
0.742875076465094,0,0.0789296756000025,0,0.0823526993634645
0.743468116662563,0,0.078774961283829,0,0.0837359553682263
0.777637742494436,1,0.0696484616134564,1,0.0777162163929932
0.732724022754278,0,0.0815584516502307,0,0.0888762202704562
0.773079279070695,1,0.0708901317724531,1,0.0693983152442907
0.729896387201528,0,0.0822841648849238,0,0.0834579676778967
0.744431088297055,0,0.0785234705200586,0,0.078911282074315
0.757870789664442,0,0.07497897534843,0,0.0748875756805147
0.720493278265575,0,0.0846769656846462,0,0.0912403293076819
0.767295781567578,1,0.0724547869517271,1,0.0830286116316229
0.723333376052762,0,0.0839575717889077,0,0.09260068669836
0.739666195681947,0,0.079764641493112,0,0.0870331363362645
0.753754224947087,0,0.0760715054869903,0,0.0795415220038282
0.7414517603547,0,0.0793004827800335,0,0.0749672765624998
0.740735506137571,0,0.0794868102359712,0,0.0798260413388567
0.746826654040798,0,0.0778964054263476,0,0.0853056665561945
0.758414774283852,0,0.074834149637431,0,0.0812842342007377
0.76931385926958,1,0.071910179519232,1,0.0785109136688975
0.728088362678144,0,0.0827466998519167,0,0.0823213481096089
0.744148649746396,0,0.078597266806224,0,0.078713808752507
0.703927715702851,0,0.0888157242763934,0,0.0930216696473435
0.731080313440833,0,0.0819806570912076,0,0.0833217760106147
0.719569767144858,0,0.0849102705666446,0,0.0916964364789522
0.768296726198023,1,0.0721848496400515,1,0.0737076863995958
0.77267204374082,1,0.0710006959556954,1,0.0771350688663519
0.722773032683413,0,0.0840997339183878,0,0.0908967868033829
0.756740222023144,0,0.075279629495532,0,0.0832296922802093
0.751718984094851,0,0.0766094185628464,0,0.0784581831970766
0.733001112617199,0,0.0814871830245202,0,0.0834912187202432
0.738437285935534,0,0.0800834362300394,0,0.0788117583999217
0.76698944083574,1,0.072537330093336,1,0.0742844912460892
0.753941917606586,0,0.0760218238843607,0,0.0770688283248172
0.726978401539028,0,0.0830300762735673,0,0.0841840914537458
0.705688563447166,0,0.0883804355062144,0,0.0910017606071709
0.719438694276128,0,0.0849433586226558,0,0.0869801122590508
0.722834312931369,0,0.0840841922416148,0,0.0875169997638838
0.722438715679543,0,0.0841844986213666,0,0.0873606539479557
0.74598098797762,0,0.0781180016321484,0,0.0794991688923696
0.750990159831831,0,0.076801686585208,0,0.0774144750705719
0.763048282891381,0,0.0735962773247032,1,0.0755257829469135
0.740177298232642,0,0.0796318963076901,0,0.0784268612855863
0.732887238265992,0,0.0815164752806101,0,0.0817415639909213
0.74848993193622,0,0.0774598191197322,0,0.0812743502743951
0.757221531810716,0,0.075151689646088,0,0.0828910549970736
0.719621535904984,0,0.0848972003654856,0,0.0927133000416709
0.720773114907355,0,0.0846062110580613,0,0.0916261030784601
0.737659976990297,0,0.080284801707036,0,0.0901746698287668
0.722066929880484,0,0.0842787165853653,0,0.0920796544217949
0.753995924066045,0,0.0760075262280149,0,0.0832372011037039
0.737759243461666,0,0.080259098279565,0,0.090589331911887
0.726623008713207,0,0.0831207162661626,0,0.0872041128109114
0.774855288845606,1,0.0704072523787309,1,0.0710750110424387
0.753966285678242,0,0.0760153728162906,0,0.0801077481107488
0.737899240448513,0,0.0802228423746291,0,0.0816642443813353
0.729913914799517,0,0.0822796752086725,0,0.0907177279799259
0.738762421208562,0,0.0799991444677715,0,0.0839004861766708
0.759796675403382,0,0.0744657687549654,0,0.0832353193377851
0.750154914305638,0,0.0770217958142848,0,0.074444972310046
0.756268917864979,0,0.0754048294655281,0,0.07638123294877
0.713288928175698,0,0.0864889232097584,0,0.0825578031490826
0.781637084693682,1,0.0685529648745943,1,0.0704587307583944
0.733706269431499,0,0.0813056902975287,0,0.0917388275389829
0.762603721203449,0,0.0737153777611705,0,0.074405799916497
0.740527332849839,0,0.0795409304018011,0,0.0878216783648905
0.765856972797227,0,0.0728421808955644,1,0.0740349369525428
0.779691531398321,1,0.0690866044608122,1,0.0697203221468791
0.768554661639376,1,0.0721152308838908,1,0.0758838973385166
0.75573783056575,0,0.075545815456553,0,0.0864012319073402
0.742775232428427,0,0.0789557108976305,0,0.0843610336771308
0.739954682312124,0,0.079689726286939,0,0.078324916389101
0.750970621832785,0,0.0768068382098621,0,0.0910940722707463
0.719664454684605,0,0.084886363818916,0,0.0937905677001742
0.756548696779903,0,0.0753305169463991,0,0.0841536233454531
0.752938766239224,0,0.0762872084731842,0,0.0753487982078234
