"estimativa","ic_normal_cobre","amplitude_ic_normal","ic_boot_cobre","amplitude_ic_boot"
0.0594115175015497,1,0.391502943915204,1,0.500877048239224
0.0581011451354797,1,0.391561116687387,1,0.515747393165767
-0.0754688117866421,1,0.390684667135465,1,0.508493760746084
0.0361833271376869,1,0.392341738442504,1,0.523546051559009
0.131486952841533,1,0.386302225999497,1,0.547463349130773
0.174287526719755,1,0.381350295818145,1,0.456753318690424
-0.0638165587492212,1,0.391297869400484,1,0.489962834799232
0.0921780734176002,1,0.389626107732748,1,0.519785912633527
-0.102609951790801,1,0.388858095278188,1,0.539395225010073
-0.112142596617957,1,0.388084233127015,1,0.447999476904078
-0.0603404072262236,1,0.391460920487512,1,0.528005507682162
-0.0880944838346685,1,0.389904315212947,1,0.493245007923839
0.0380082010358928,1,0.392290598766006,1,0.484490685019567
0.061893420589333,1,0.391389204420879,1,0.521686891542061
0.0390703527219757,1,0.392259674846013,1,0.476702075174879
0.192188396242859,1,0.37886617450379,1,0.512311451223591
-0.126693275561341,1,0.386770257654589,1,0.483572826753009
0.116034316141659,1,0.387748515377925,1,0.483286458281199
-0.287641711368869,0,0.361487726791916,0,0.429346380282996
-0.0605825328450692,1,0.391449859431071,1,0.496479739717007
-0.209935789938068,0,0.37616235417859,1,0.486629032580248
0.155190551720391,1,0.383731676003986,1,0.490728308817618
-0.194266394524933,1,0.37856200151748,1,0.507432087435974
0.0341120784832882,1,0.392396733704166,1,0.513736518228287
-0.137219046456331,1,0.385719692820797,1,0.483259673761944
0.00194998236297037,1,0.392834799259469,1,0.461241372572808
0.0115881987592864,1,0.392785517754199,1,0.449412721680297
0.0409249330969172,1,0.392203636107184,1,0.479607229374874
-0.0872914936061124,1,0.389957536763763,1,0.520467811282554
0.195452067200499,1,0.378386970998212,1,0.500298533612363
0.101535065399058,1,0.388941037415597,1,0.502269557326159
-0.0534753337979768,1,0.391756096526053,1,0.45329454167025
-0.0143746792484585,1,0.39275819407301,1,0.473589553344404
0.252196800850654,0,0.368755441871724,0,0.483194957450022
-0.310095312774484,0,0.356383576256139,0,0.424674363130015
0.00613571245715037,1,0.392822016814881,1,0.487542691060362
-0.15061791138766,1,0.384260760687464,1,0.513082005931292
0.048164093051781,1,0.391960021135153,1,0.463623573002312
-0.140512020669029,1,0.385373766202557,1,0.505295800671585
-0.0187979629712985,1,0.392702775045215,1,0.459422591725145
0.136710796986845,1,0.385772351480681,1,0.507801682295405
0.0171826906612525,1,0.392724725843677,1,0.512859400190683
